Does your work give you a feeling of accomplishment?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation, Pride
Is your work valued at Sapient?	Engagement	Always|Usually|Sometimes|Rarely|Never	Recognition
How helpful is your manager at removing constraints to your work?	Manager	Extremely helpful|Very helpful|Somewhat helpful|Slightly helpful|Not at all helpful	0
How would you rate your manager's ability to tailor messages to the situation?	Manager	Excellent|Above average|Average|Below average|Poor	0
Does the top talent in your industry want to work at Sapient?	Culture	Yes|No|I don't know.||	0
Do you have opportunities to Think Big in your role?	Culture	Yes|No|I don't know.||	0
Overall, how satisfied are you with your teammates right now?	Team	Extremely Satisfied|Very Satisfied|Moderately Satisfied|Slightly Satisfied|Not at all Satisfied	0
Does the team you're on sacrifice long-term value for short-term results?	Team	Almost Never|Rarely|Sometimes|Usually|Almost Always	0
How often does your manager empower you to make decisions independently?	Manager	Always|Usually|Sometimes|Rarely|Never	0
How responsive is your manager to concerns about the team's workload?	Manager	Very responsive|Responsive|Neither unresponsive nor responsive|Unresponsive|Very unresponsive	0
Have you worked on a project at Sapient that failed?	Culture	Yes, a large project|Yes, a small project|No||	0
How did this failure affect your willingness to experiment at work?	Culture	I became more willing to experiment.|I became less willing to experiment.|It did not affect my willingness to experiment.||	0
Have you worked on a project at Sapient you thought had a low chance of success?	Culture	Yes|No|||	0
Overall, how satisfied are you with your job right now?	Engagement	Extremely Satisfied|Very Satisfied|Moderately Satisfied|Slightly Satisfied|Not at all Satisfied	0
How well does your manager react when given negative feedback?	Manager	Very well|Well|Somewhat well|Slightly well|Not at all well	0
How satisfied are you with the amount of detail in your manager's feedback?	Manager	Very satisfied|Satisfied|Neither satisfied nor dissatisfied|Dissatisfied|Very dissatisfied	0
I know who my customers are.	Culture	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Onboarding
When was the last time you carefully considered a customer anecdote?	Culture	In the last week|In the last month|In the last 3 months|More than 3 months ago|Never	0
Did you take an action based on the customer anecdote?	Culture	Yes|No|||	0
What's the longest tenure of an Sapient Personnel that you work with on a regular basis?	Team	Less than 1 year|1-5 years|6-10 years|11-15 years|16 or more years	0
Overall, how satisfied are you with your manager right now?	Manager	Extremely Satisfied|Very Satisfied|Moderately Satisfied|Slightly Satisfied|Not at all Satisfied	0
Does the team you're on use mechanisms to solve recurring problems?	Team	Yes|Sometimes|No|I don't know what a mechanism is.|	0
Does the team you're on make two-way door decisions quickly?	Team	Yes|Sometimes|No|I don't know what a two-way door decision is.|	0
Why did you choose not to answer this question?	Not Categorized	I don't feel comfortable answering this question.|This question doesn't apply to me.|I don't have time to answer a question right now.|I don't have an opinion about this question.|I don't understand the question.	0
In May, we'll be asking about Day 1 culture.	Culture	OK|OK. But I don't know what Day 1 culture means.|||	0
Have you read the 2016 Shareholder Letter about remaining a Day 1 company?	Culture	Yes|No|||	0
Does the team you're on have regular team meetings?	Team	Yes|No|||	0
Are the team meetings a good use of your time?	Team	Yes|No|||	0
How good is your manager at removing barriers in your department?	Manager	Excellent|Above average|Average|Below average|Poor	0
This week, how would you describe the speed and quality of your work?	Culture	Far too focused on speed|Too focused on speed|Evenly balanced between speed and quality|Too focused on quality|Far too focused on quality	0
Strong performers are motivated to stay at Sapient.	Culture	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Motivation
Have you asked for help from your HR team recently?	Not Categorized	Yes|No|||	0
Are you inspired by the work you do at Sapient?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation
How good is your manager at helping you understand the value of your work?	Manager	Excellent|Above average|Average|Below average|Poor	0
How reasonable are your manager's expectations about your team's productivity?	Manager	Very reasonable|Reasonable|Neither unreasonable nor reasonable|Unreasonable|Very unreasonable	0
Do you find your work to be a positive challenge?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation
The number of emails I receive from my manager is:	Manager	Far too many|Too many|About right|Too few|Far too few	Communication
The number of team meetings my manager schedules is:	Manager	Far too many|Too many|About right|Too few|Far too few	0
Is your manager understanding when you need flexibility in your work schedule?	Manager	Yes|Sometimes|No|I have not needed flexibility in my work schedule.|I have not talked about this with my manager.	0
In the last 30 days, did you collaborate with teams in different time zones?	Work Environment	Yes|No|||	0
How has collaborating across time zones impacted the productivity of work?	Work Environment	Very Positively|Positively|No Effect|Negatively|Very Negatively	0
How much importance does your manager place on helping you develop your skills?	Manager	A great deal|A lot|A moderate amount|A little|None at all	0
How well does your manager support your career-related interests?	Manager	Very well|Well|Somewhat well|Slightly well|Not at all well	0
Of the following, which would most improve your workplace?	Work Environment	Better communication with teammates|More respect between teammates|A more fun environment|More interaction with leaders|Something else	Communication, Inclusion
How likely is your manager to follow up with you if you share a concern?	Manager	Very likely|Likely|Neither likely nor unlikely|Unlikely|Very unlikely	0
How well does your manager adapt when working with different types of people?	Manager	Very well|Well|Somewhat well|Slightly well|Not at all well	0
I want my manager to discuss Connections response data with our team.	Manager	Yes|No|||	Communication
Is your job a good fit for your skills?	Engagement	Always|Usually|Sometimes|Rarely|Never	0
How would you rate your manager at helping your team solve problems at work?	Manager	Excellent|Above average|Average|Below average|Poor	0
How often does your manager lead in a way that others admire?	Manager	Always|Usually|Sometimes|Rarely|Never	0
Does your manager treat you with respect?	Manager	Always|Usually|Sometimes|Rarely|Never	Inclusion
The feedback I received from my manager during the EYP process was:	Manager	Extremely Specific|Somewhat Specific|Not at all Specific|I have not had a EYP conversation with my manager.|	Growth
How often does your work align to your super powers?	Engagement	Almost Always|Usually|Sometimes|Rarely|Almost Never	0
How often does your work help you develop your growth ideas?	Engagement	Almost Always|Usually|Sometimes|Rarely|Almost Never	Growth
Did the EYP conversation improve your understanding of your strengths?	Manager	Yes|No|I have not had a EYP conversation with my manager.||	Growth
Did the EYP conversation improve your understanding of your growth ideas?	Manager	Yes|No|||	Growth
People who take risks get rewarded at Sapient.	Culture	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Recognition
When you are at work and you really need to focus, what do you do?	Work Environment	I stay at my desk and work|I end up working from home|I find somewhere outside of my desk/home to work|I book a conference room to focus|Something else	0
How well does your manager help you stretch the limits of your work abilities?	Manager	Very well|Well|Somewhat well|Slightly well|Not at all well	0
How likely is your manager to follow up with you if you share a concern?	Manager	Very likely|Likely|Neither likely nor unlikely|Unlikely|Very unlikely	0
Do you think your manager can see individual responses to Connections questions?	Work Environment	Yes|No|Unsure||	0
Managers cannot see individual responses to Connections questions.	Work Environment	OK||||	0
I would like for my manager to discuss Connections results with our team.	Manager	Definitely yes|Probably yes|Unsure|Probably not|Definitely not	Communication
I think the percent chance I'll transfer teams within 12 months is:	Engagement	0-10%|10-25%|25-50%|50-75%|75-100%	0
If you were to transfer teams, which would be your primary reason?	Engagement	Career opportunities|Role fit|Manager or team fit|Work-life balance|Other	0
How good is your manager at showing they care about your team?	Manager	Excellent|Above Average|Average|Below Average|Poor	0
Do you have a mentor at Sapient?	Engagement	No, and I don't want one.|No, but I wish I had one.|Yes, and they are helpful.|Yes, but they are not helpful.|	Mentorship, Growth
What would you like to learn most from a mentor?	Culture	How to achieve career goals|Technical skills|Interpersonal skills|How to apply the Leadership Principles|Something else	0
What does the next step in your career growth look like?	Engagement	Taking on new role responsibilities|Developing new skills|Being promoted|Managing people or managing more people|Other	Career, Growth
How good is your manager at finding ways to make you more efficient?	Manager	Excellent|Above average|Average|Below average|Poor	0
How good is your manager at keeping you engaged in your work?	Manager	Excellent|Above Average|Average|Below Average|Poor	0
I would like for my manager to discuss Connections results with our team.	Manager	Definitely yes|Probably yes|Unsure|Probably not|Definitely not	Communication
Do you feel valued at Sapient?	Engagement	Almost always|Usually|Sometimes|Rarely|Almost never	Recognition
How well does your manager respond when their ideas are challenged?	Manager	Very well|Well|Somewhat well|Slightly well|Not at all well	0
Roughly how many hours did you spend in meetings last week?	Work Environment	0-5 hours|6-10 hours|11-20 hours|21-30 hours|31+ hours	0
Of those hours in meetings, what percentage was a productive use of your time?	Work Environment	0-20%|20-40%|40-60%|60-80%|80-100%	0
How helpful is your manager's feedback for improving your performance?	Manager	Extremely helpful|Very helpful|Somewhat helpful|Slightly helpful|Not at all helpful	0
How well does your manager handle stress at work?	Manager	Very well|Well|Somewhat well|Slightly well|Not at all well	0
How often does your manager encourage you to try new approaches to problems?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Are you interested in the work that you do?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation
How often do you feel excited when you accomplish something at work?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation, Pride
Have you asked for help from your HR team recently?	Not Categorized	Yes|No|||	0
Does your HR team earn employees' trust?	Not Categorized	Completely||Somewhat||Not at all	0
When your work is delayed, which of these is the most common reason?	Work Environment	Waiting for leadership or manager input|Cross-team collaboration|Tech problem|Legal or administrative approval|Other	0
When did this last delay your work?	Work Environment	In the last week|In the last month|1-3 months ago|More than 3 months ago|My work hasn't been delayed.	0
Have you needed support from your HR team in the past few months?	Work Environment	Yes|No|||	0
Is your HR team friendly and approachable?	Not Categorized	Yes, always|Yes, usually|Yes, sometimes|No, rarely|No, never	0
I feel safe taking calculated risks to do my job.	Engagement	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Inclusion
People on this team pitch in to help each other.	Team	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Inclusion
My team trusts I will follow through on my commitments.	Team	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Inclusion
I am empowered to balance my work and personal commitments.	Engagement	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Inclusion
How good is your manager at explaining the impact of your work?	Manager	Excellent|Very good|Average|Fair|Poor	0
Does your manager provide positive feedback?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Do you feel motivated at work?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation
Does your manager provide you the opportunities to learn new skills?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
When you indicate a need for resources, does your manager help you find them?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Overall, how satisfied are you with your job right now?	Engagement	Very Satisfied|Satisfied|Neutral|Dissatisfied|Very Dissatisfied	0
Overall, how satisfied are you with your teammates right now?	Team	Very Satisfied|Satisfied|Neutral|Dissatisfied|Very Dissatisfied	0
Which of the following do you think makes a team most successful?	Team	Exceeding annual goals|Working together to accomplish a shared vision |High innovation / creativity|Embodying Leadership Principles|Something else	0
How would you compare your team to other teams at Sapient?	Team	More successful|About the same level of success|Less successful|Iâ€™m unable to compare my team to other teams|	0
Are you satisfied with your access to work resources on your mobile device?	Work Environment	Very satisfied|Satisfied|Somewhat satisfied|Unsatisfied|Very unsatisfied	0
What sort of mobile device do you use most frequently?	Work Environment	iOS (iPhone/iPad)|Android phone/tablet|Fire (tablet)|Windows (phone/tablet)|Other phone/tablet	0
How consistent is your manager's behavior?	Manager	Extremely consistent|Very consistent|Somewhat consistent|Slightly consistent|Not at all consistent	0
Do you find your job challenging in a good way?	Engagement	Always|Usually|Sometimes|Rarely|Never	0
How is Sapient doing at providing you with the right tools to be productive?	Work Environment	Very well|Well|Somewhat well/Somewhat poorly|Poorly|Very poorly	0
Does your manager admit when they make a mistake?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Which of these issues most impacts your ability to get your work done?	Work Environment	Email - Insufficient mail quota/Calendar sync issues|VPN - slow connection/timeouts|Authentication Issues - Gemalto/LDAP/Yubikey etc.|Laptop - poor performance (slow to start-up, freezes)|None of these issues impact me	0
Overall, how satisfied are you with your manager right now?	Manager	Very Satisfied|Satisfied|Neutral|Dissatisfied|Very Dissatisfied	0
Overall, how satisfied are you with your leadership right now?	Leaders	Very Satisfied|Satisfied|Neutral|Dissatisfied|Very Dissatisfied	0
Are you excited about your leadership's vision for 2018?	Leaders	Very excited|Excited|Somewhat excited|Not at all excited|I don't know my leadership's vision.	0
What would most help to improve your leadership's vision for 2018?	Leaders	Bigger ideas|More focus on our customers|Clearer vision|More interaction with other teams|Something else	0
Does your work give you a feeling of accomplishment?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation, Pride
Tools created by Sapient are easy to use.	Work Environment	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
How good is your manager at paying attention to others?	Manager	Very good|Good|Acceptable|Poor|Very poor	0
When was the last time you needed approval from your manager's manager?	Leaders	In the last month|1-3 months ago|3-6 months ago|More than 6 months ago|I have never needed my skip-level manager's approval.	0
About how long did it take to get approval from your manager's manager?	Leaders	A few hours or less|About 1 day|1 day to 1 week|1 week to 1 month|Over 1 month	0
How straightforward is your manager?	Manager	Extremely straightforward|Very straightforward|Somewhat straightforward|Rarely straightforward|Not at all straightforward	0
Does your manager set reasonable expectations?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
My team ensures everyone has the right information to do their jobs.	Team	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Inclusion
I have access to the right level of information to do my job.	Work Environment	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Inclusion
I have access to information when I need it.	Work Environment	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
I feel connected to my teammates.	Team	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Inclusion
Does your manager expect you to work at an achievable pace?	Manager	Yes, always|Yes, usually|Yes, sometimes|Yes, rarely|No, never	0
Does your manager help you find resources that make you more effective?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
How often does your manager listen to employees' opinions when making decisions?	Manager	Always|Usually|Sometimes|Rarely|Never	0
Are you willing to periodically take surveys to help improve Connections?	Not Categorized	Yes|No|||	0
I have a clear understanding of areas I need to develop to advance my career.	Work Environment	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
Have you requested support from your HR team recently?	Not Categorized	Yes|No|||	0
When was the last time you tried a new method to simplify your job?	Culture	Within the past week|Within the past month|Within the past 3 months|More than 3 months ago|Never	0
Of the following, whom do you wish would "Disagree and Commit" more often?	Culture	My manager|My teammates|My skip-level manager|Other stakeholders in my organization|Other stakeholders outside of my organization	0
Does your computer equipment at work enable you to do your job effectively?	Work Environment	Almost always (80-100% of the time)|Usually (60-80% of the time)|Occasionally (40-60% of the time)|Rarely (20-40% of the time)|Almost never (0-20% of the time)	0
Which of the following factors interferes with your work the most?	Work Environment	Difficulty getting answers/information|Too many meetings and reviews|Too many deliverables|Too many approvals|Something else	0
Do you find your work to be a positive challenge?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation
In the last month, how often did you sacrifice quality to meet work deadlines?	Culture	0-20% of the time|20-40% of the time|40-60% of the time|60-80% of the time|80-100% of the time	0
Does your manager provide constructive feedback to help you improve?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	Communication
How well does your manager react to multiple work demands?	Manager	Extremely well|Very well|Somewhat well|Slightly well|Not at all well	0
My teammates value my unique expertise.	Team	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Inclusion, Recognition
The language my teammates use on a day-to-day basis makes me feel included.	Team	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Inclusion
I can expect Sapient to treat me in a consistent and predictable fashion.	Not Categorized	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
Sapient ensures that employee concerns are heard before job decisions are made.	Culture	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
About how many work emails do you typically receive each day?	Work Environment	0-20|21-40|41-80|81-160|161+	0
Typically, what percentage of those emails require a response?	Work Environment	0-20%|20-40%|40-60%|60-80%|80-100%	Communication
My team creates opportunities for people to showcase their skills.	Team	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Inclusion
Is your work valued at Sapient?	Engagement	Always|Usually|Sometimes|Rarely|Never	Recognition
At Sapient, I feel safe taking calculated risks in order to innovate.	Culture	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
I am recognized for my unique contributions at work.	Work Environment	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Inclusion, Recognition
At Sapient, decisions that affect me are explained thoroughly.	Not Categorized	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
Sapient has earned my loyalty.	Not Categorized	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
How often does your manager provide challenging developmental opportunities?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
How respectful is your manager when they disagree with others?	Manager	Extremely respectful|Very respectful|Somewhat respectful|Slightly respectful|Not at all respectful	0
I believe I can reach my career goals at Sapient.	Work Environment	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	Career, Growth
I feel my unique skills and talents are valued at Sapient.	Engagement	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
How much control do you have over how you do your job?	Manager	A great deal of control|A lot of control|Some control|A little control|None	0
How clear are your manager's explanations?	Manager	Extremely clear|Very clear|Somewhat clear|Slightly clear|Not at all clear	0
Sapient is open and upfront with me about things I should know.	Culture	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
Is your job a good fit for your skills?	Engagement	Always|Usually|Sometimes|Rarely|Never	0
I feel Sapient has fulfilled the promises made to me about my career.	Engagement	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
If you have a problem at work, are you comfortable confiding in your HR team?	Leaders	Always|Usually|Sometimes|Rarely|Never	0
Does your manager accept feedback on their behavior?	Manager	Always|Usually|Sometimes|Rarely|Never	0
How good is your manager at getting along with others?	Manager	Excellent|Very good|Average|Fair|Poor	0
How consistent is the information you receive from your manager?	Manager	Extremely consistent|Very consistent|Somewhat consistent|Slightly consistent|Not at all consistent	0
The pace of innovation on my team isâ€_	Team	Too fast|Just right|Too slow|There is no innovation on my team|	0
Does your HR team earn employees' trust?	Not Categorized	Completely||Somewhat||Not at all	0
The quality of the innovation on my team is...	Team	Very Good|Good|Average|Poor|Very Poor	0
Does your manager make you feel important?	Manager	Always|Usually|Sometimes|Rarely|Never	0
How good is your manager at identifying problems in the workplace?	Manager	Excellent|Very good|Average|Fair|Poor	0
Do you believe Sapient's culture of innovation is present in your organization?	Culture	Completely|Mostly|Somewhat|Slightly|Not at all	0
In which area does your team MOST excel?	Team	Speed|Creativity|Quality|Resourcefulness|Helpfulness	0
Does your manager help you balance short-term and long-term goals?	Manager	Always|Usually|Sometimes|Rarely|Never	0
Do your teammates deliver on the results they promise?	Team	Always|Usually|Sometimes|Rarely|Never	0
